id,title,collection,volume,source_volume_url,local_text_path,original_text_link,story_dynasty,story_type_primary,story_type_secondary,female_centrality,female_perspective,female_figures,female_agency,ending_type,moral_evaluation,feminist_angles,evidence_keywords,confidence,text_char_count
zby-v16-020,柳樹精,子不语,子不语·卷16,https://zh.wikisource.org/zh-hans/%E5%AD%90%E4%B8%8D%E8%AA%9E/%E5%8D%B716,stories/zby-v16-020/source.txt,file:///Users/gsdata/waoowaoo-main/materials/zhiguai/stories/zby-v16-020/source.txt,未明,妖怪/精魅,,无,无明显女性视角,无显著女性形象,无,惊悚收束,弱评价/异闻观照,无明显女性主义切口,,低,125
zby-v16-021,折疊仙,子不语,子不语·卷16,https://zh.wikisource.org/zh-hans/%E5%AD%90%E4%B8%8D%E8%AA%9E/%E5%8D%B716,stories/zby-v16-021/source.txt,file:///Users/gsdata/waoowaoo-main/materials/zhiguai/stories/zby-v16-021/source.txt,未明,仙神/龙女,,无,无明显女性视角,无显著女性形象,无,异闻收束,弱评价/异闻观照,婚姻/婚配制度|男性凝视与欲望投射,嫁,低,739
zby-v16-022,仙人頂門無髮,子不语,子不语·卷16,https://zh.wikisource.org/zh-hans/%E5%AD%90%E4%B8%8D%E8%AA%9E/%E5%8D%B716,stories/zby-v16-022/source.txt,file:///Users/gsdata/waoowaoo-main/materials/zhiguai/stories/zby-v16-022/source.txt,未明,仙神/龙女,,无,无明显女性视角,无显著女性形象,无,超脱成仙,弱评价/异闻观照,女性欲望与婚恋自主,,低,161
zby-v16-023,香虹,子不语,子不语·卷16,https://zh.wikisource.org/zh-hans/%E5%AD%90%E4%B8%8D%E8%AA%9E/%E5%8D%B716,stories/zby-v16-023/source.txt,file:///Users/gsdata/waoowaoo-main/materials/zhiguai/stories/zby-v16-023/source.txt,清,杂志异闻,,边缘,男性转述/旁观,妻妾/已婚女性,低,婚恋团圆,礼教惩戒,婚姻/婚配制度|父权家族/宗法|妻妾/婢妾与阶层|家庭暴力与虐待,逼|死|嫁|妻,高,247
zby-v16-024,閻王升殿先吞鐵丸,子不语,子不语·卷16,https://zh.wikisource.org/zh-hans/%E5%AD%90%E4%B8%8D%E8%AA%9E/%E5%8D%B716,stories/zby-v16-024/source.txt,file:///Users/gsdata/waoowaoo-main/materials/zhiguai/stories/zby-v16-024/source.txt,未明,鬼魂/冥府,,无,无明显女性视角,无显著女性形象,无,异闻收束,弱评价/异闻观照,女性欲望与婚恋自主,魂|東嶽,低,760
zby-v16-025,萬佛崖,子不语,子不语·卷16,https://zh.wikisource.org/zh-hans/%E5%AD%90%E4%B8%8D%E8%AA%9E/%E5%8D%B716,stories/zby-v16-025/source.txt,file:///Users/gsdata/waoowaoo-main/materials/zhiguai/stories/zby-v16-025/source.txt,清,杂志异闻,,无,无明显女性视角,无显著女性形象,无,异闻收束,弱评价/异闻观照,无明显女性主义切口,,低,115
zby-v16-026,大力河,子不语,子不语·卷16,https://zh.wikisource.org/zh-hans/%E5%AD%90%E4%B8%8D%E8%AA%9E/%E5%8D%B716,stories/zby-v16-026/source.txt,file:///Users/gsdata/waoowaoo-main/materials/zhiguai/stories/zby-v16-026/source.txt,未明,妖怪/精魅,,无,无明显女性视角,无显著女性形象,无,超脱成仙,礼教惩戒,家庭暴力与虐待|男性凝视与欲望投射,溺|死,中,390
zby-v17-001,白骨精,子不语,子不语·卷17,https://zh.wikisource.org/zh-hans/%E5%AD%90%E4%B8%8D%E8%AA%9E/%E5%8D%B717,stories/zby-v17-001/source.txt,file:///Users/gsdata/waoowaoo-main/materials/zhiguai/stories/zby-v17-001/source.txt,未明,妖怪/精魅,,无,无明显女性视角,无显著女性形象,无,惊悚收束,弱评价/异闻观照,无明显女性主义切口,,低,296
zby-v17-002,黿殼亭,子不语,子不语·卷17,https://zh.wikisource.org/zh-hans/%E5%AD%90%E4%B8%8D%E8%AA%9E/%E5%8D%B717,stories/zby-v17-002/source.txt,file:///Users/gsdata/waoowaoo-main/materials/zhiguai/stories/zby-v17-002/source.txt,清,杂志异闻,,无,无明显女性视角,无显著女性形象,无,悲剧/消散,弱评价/异闻观照,妻妾/婢妾与阶层|婚姻/婚配制度,死|妾,低,258
zby-v17-003,怪怕講理,子不语,子不语·卷17,https://zh.wikisource.org/zh-hans/%E5%AD%90%E4%B8%8D%E8%AA%9E/%E5%8D%B717,stories/zby-v17-003/source.txt,file:///Users/gsdata/waoowaoo-main/materials/zhiguai/stories/zby-v17-003/source.txt,未明,妖怪/精魅,,无,无明显女性视角,无显著女性形象,无,超脱成仙,弱评价/异闻观照,妻妾/婢妾与阶层|婚姻/婚配制度|父权家族/宗法,死|妾,中,265
zby-v17-004,婁真人錯捉妖,子不语,子不语·卷17,https://zh.wikisource.org/zh-hans/%E5%AD%90%E4%B8%8D%E8%AA%9E/%E5%8D%B717,stories/zby-v17-004/source.txt,file:///Users/gsdata/waoowaoo-main/materials/zhiguai/stories/zby-v17-004/source.txt,未明,妖怪/精魅,术法/道术,无,无明显女性视角,无显著女性形象,无,超脱成仙,礼教惩戒,无明显女性主义切口,,低,394
zby-v17-005,陳姓婦啖石子,子不语,子不语·卷17,https://zh.wikisource.org/zh-hans/%E5%AD%90%E4%B8%8D%E8%AA%9E/%E5%8D%B717,stories/zby-v17-005/source.txt,file:///Users/gsdata/waoowaoo-main/materials/zhiguai/stories/zby-v17-005/source.txt,未明,仙神/龙女,,关键,男性转述/旁观,妻妾/已婚女性,低,婚恋团圆,弱评价/异闻观照,婚姻/婚配制度|父权家族/宗法,婦|妻,中,174
zby-v17-006,天台縣缸,子不语,子不语·卷17,https://zh.wikisource.org/zh-hans/%E5%AD%90%E4%B8%8D%E8%AA%9E/%E5%8D%B717,stories/zby-v17-006/source.txt,file:///Users/gsdata/waoowaoo-main/materials/zhiguai/stories/zby-v17-006/source.txt,未明,仙神/龙女,,无,无明显女性视角,无显著女性形象,无,惊悚收束,弱评价/异闻观照,无明显女性主义切口,,低,308
zby-v17-007,木姑娘墳,子不语,子不语·卷17,https://zh.wikisource.org/zh-hans/%E5%AD%90%E4%B8%8D%E8%AA%9E/%E5%8D%B717,stories/zby-v17-007/source.txt,file:///Users/gsdata/waoowaoo-main/materials/zhiguai/stories/zby-v17-007/source.txt,未明,杂志异闻,,核心,男性转述/旁观,凡间女子,低,异闻收束,弱评价/异闻观照,妻妾/婢妾与阶层|父权家族/宗法,姑娘|娘|姑,中,274
zby-v17-008,雷誅王三,子不语,子不语·卷17,https://zh.wikisource.org/zh-hans/%E5%AD%90%E4%B8%8D%E8%AA%9E/%E5%8D%B717,stories/zby-v17-008/source.txt,file:///Users/gsdata/waoowaoo-main/materials/zhiguai/stories/zby-v17-008/source.txt,未明,公案/申冤,,边缘,男性转述/旁观,妻妾/已婚女性,低,婚恋团圆,礼教惩戒,婚姻/婚配制度|父权家族/宗法|家庭暴力与虐待,縊|死|妻,中,354
zby-v17-009,鐵匣壁虎,子不语,子不语·卷17,https://zh.wikisource.org/zh-hans/%E5%AD%90%E4%B8%8D%E8%AA%9E/%E5%8D%B717,stories/zby-v17-009/source.txt,file:///Users/gsdata/waoowaoo-main/materials/zhiguai/stories/zby-v17-009/source.txt,未明,妖怪/精魅,,无,无明显女性视角,无显著女性形象,无,悲剧/消散,弱评价/异闻观照,家庭暴力与虐待|贞节规训,死|烈,中,131
zby-v17-010,圖公為神,子不语,子不语·卷17,https://zh.wikisource.org/zh-hans/%E5%AD%90%E4%B8%8D%E8%AA%9E/%E5%8D%B717,stories/zby-v17-010/source.txt,file:///Users/gsdata/waoowaoo-main/materials/zhiguai/stories/zby-v17-010/source.txt,清,仙神/龙女,,无,无明显女性视角,无显著女性形象,无,悲剧/消散,弱评价/异闻观照,婚姻/婚配制度|妻妾/婢妾与阶层,歿|妾,中,255
zby-v17-011,隨園瑣記,子不语,子不语·卷17,https://zh.wikisource.org/zh-hans/%E5%AD%90%E4%B8%8D%E8%AA%9E/%E5%8D%B717,stories/zby-v17-011/source.txt,file:///Users/gsdata/waoowaoo-main/materials/zhiguai/stories/zby-v17-011/source.txt,未明,鬼魂/冥府,,无,无明显女性视角,无显著女性形象,无,异闻收束,弱评价/异闻观照,妻妾/婢妾与阶层|婚姻/婚配制度|家庭暴力与虐待|父权家族/宗法,鬼|魂,中,846
zby-v17-012,廣西鬼師,子不语,子不语·卷17,https://zh.wikisource.org/zh-hans/%E5%AD%90%E4%B8%8D%E8%AA%9E/%E5%8D%B717,stories/zby-v17-012/source.txt,file:///Users/gsdata/waoowaoo-main/materials/zhiguai/stories/zby-v17-012/source.txt,未明,鬼魂/冥府,,无,无明显女性视角,无显著女性形象,无,悲剧/消散,弱评价/异闻观照,家庭暴力与虐待|婚姻/婚配制度|父权家族/宗法,鬼|魂|逼|死,中,581
zby-v17-013,馬家墳,子不语,子不语·卷17,https://zh.wikisource.org/zh-hans/%E5%AD%90%E4%B8%8D%E8%AA%9E/%E5%8D%B717,stories/zby-v17-013/source.txt,file:///Users/gsdata/waoowaoo-main/materials/zhiguai/stories/zby-v17-013/source.txt,未明,鬼魂/冥府,,无,无明显女性视角,无显著女性形象,无,悲剧/消散,弱评价/异闻观照,妻妾/婢妾与阶层|女性欲望与婚恋自主|婚姻/婚配制度|家庭暴力与虐待,鬼|死,中,509
zby-v17-014,天廚星,子不语,子不语·卷17,https://zh.wikisource.org/zh-hans/%E5%AD%90%E4%B8%8D%E8%AA%9E/%E5%8D%B717,stories/zby-v17-014/source.txt,file:///Users/gsdata/waoowaoo-main/materials/zhiguai/stories/zby-v17-014/source.txt,未明,仙神/龙女,,无,无明显女性视角,无显著女性形象,无,超脱成仙,弱评价/异闻观照,妻妾/婢妾与阶层,,低,146
zby-v17-015,夢中聯句,子不语,子不语·卷17,https://zh.wikisource.org/zh-hans/%E5%AD%90%E4%B8%8D%E8%AA%9E/%E5%8D%B717,stories/zby-v17-015/source.txt,file:///Users/gsdata/waoowaoo-main/materials/zhiguai/stories/zby-v17-015/source.txt,未明,梦幻/异境,,无,无明显女性视角,无显著女性形象,无,异闻收束,弱评价/异闻观照,婚姻/婚配制度|家庭暴力与虐待,妻,低,236
zby-v17-016,碧眼見鬼,子不语,子不语·卷17,https://zh.wikisource.org/zh-hans/%E5%AD%90%E4%B8%8D%E8%AA%9E/%E5%8D%B717,stories/zby-v17-016/source.txt,file:///Users/gsdata/waoowaoo-main/materials/zhiguai/stories/zby-v17-016/source.txt,未明,鬼魂/冥府,,无,无明显女性视角,无显著女性形象,无,超脱成仙,弱评价/异闻观照,女性欲望与婚恋自主|婚姻/婚配制度,鬼|東嶽|拒,中,532
zby-v17-017,龍母,子不语,子不语·卷17,https://zh.wikisource.org/zh-hans/%E5%AD%90%E4%B8%8D%E8%AA%9E/%E5%8D%B717,stories/zby-v17-017/source.txt,file:///Users/gsdata/waoowaoo-main/materials/zhiguai/stories/zby-v17-017/source.txt,清,妖怪/精魅,,边缘,男性转述/旁观,母亲/婆妪,低,悲剧/消散,弱评价/异闻观照,照护劳动/生育责任|父权家族/宗法,母,中,148
zby-v17-018,清涼老人,子不语,子不语·卷17,https://zh.wikisource.org/zh-hans/%E5%AD%90%E4%B8%8D%E8%AA%9E/%E5%8D%B717,stories/zby-v17-018/source.txt,file:///Users/gsdata/waoowaoo-main/materials/zhiguai/stories/zby-v17-018/source.txt,清,妖怪/精魅,,无,无明显女性视角,无显著女性形象,无,婚恋团圆,礼教惩戒,妻妾/婢妾与阶层|男性凝视与欲望投射|女性欲望与婚恋自主|照护劳动/生育责任,,中,531
zby-v17-019,徐崖客,子不语,子不语·卷17,https://zh.wikisource.org/zh-hans/%E5%AD%90%E4%B8%8D%E8%AA%9E/%E5%8D%B717,stories/zby-v17-019/source.txt,file:///Users/gsdata/waoowaoo-main/materials/zhiguai/stories/zby-v17-019/source.txt,未明,妖怪/精魅,,无,无明显女性视角,无显著女性形象,无,惊悚收束,弱评价/异闻观照,父权家族/宗法,救,低,577
zby-v17-020,虎銜文昌頭,子不语,子不语·卷17,https://zh.wikisource.org/zh-hans/%E5%AD%90%E4%B8%8D%E8%AA%9E/%E5%8D%B717,stories/zby-v17-020/source.txt,file:///Users/gsdata/waoowaoo-main/materials/zhiguai/stories/zby-v17-020/source.txt,未明,妖怪/精魅,术法/道术,边缘,男性凝视主导,妻妾/已婚女性,中,异闻收束,弱评价/异闻观照,婚姻/婚配制度|父权家族/宗法|妻妾/婢妾与阶层|家庭暴力与虐待,殺|逃|妻,高,311
zby-v17-021,採戰之報,子不语,子不语·卷17,https://zh.wikisource.org/zh-hans/%E5%AD%90%E4%B8%8D%E8%AA%9E/%E5%8D%B717,stories/zby-v17-021/source.txt,file:///Users/gsdata/waoowaoo-main/materials/zhiguai/stories/zby-v17-021/source.txt,元,伦理/报应,,无,无明显女性视角,无显著女性形象,无,报应惩戒,礼教惩戒,女性欲望与婚恋自主|妻妾/婢妾与阶层|婚姻/婚配制度,死|妾,中,453
zby-v17-022,木皂隸,子不语,子不语·卷17,https://zh.wikisource.org/zh-hans/%E5%AD%90%E4%B8%8D%E8%AA%9E/%E5%8D%B717,stories/zby-v17-022/source.txt,file:///Users/gsdata/waoowaoo-main/materials/zhiguai/stories/zby-v17-022/source.txt,未明,妖怪/精魅,,无,无明显女性视角,无显著女性形象,无,惊悚收束,礼教惩戒,父权家族/宗法,,低,137
zby-v17-023,王清本,子不语,子不语·卷17,https://zh.wikisource.org/zh-hans/%E5%AD%90%E4%B8%8D%E8%AA%9E/%E5%8D%B717,stories/zby-v17-023/source.txt,file:///Users/gsdata/waoowaoo-main/materials/zhiguai/stories/zby-v17-023/source.txt,未明,仙神/龙女,,无,无明显女性视角,无显著女性形象,无,惊悚收束,弱评价/异闻观照,妻妾/婢妾与阶层|父权家族/宗法,,低,170
zby-v17-024,女化男,子不语,子不语·卷17,https://zh.wikisource.org/zh-hans/%E5%AD%90%E4%B8%8D%E8%AA%9E/%E5%8D%B717,stories/zby-v17-024/source.txt,file:///Users/gsdata/waoowaoo-main/materials/zhiguai/stories/zby-v17-024/source.txt,未明,杂志异闻,,关键,男性转述/旁观,性别越界者,高,异闻收束,弱评价/异闻观照,父权家族/宗法|性别越界/性别流动|女性欲望与婚恋自主|婚姻/婚配制度,女|拒|嫁,中,146
zby-v17-025,井泉童子,子不语,子不语·卷17,https://zh.wikisource.org/zh-hans/%E5%AD%90%E4%B8%8D%E8%AA%9E/%E5%8D%B717,stories/zby-v17-025/source.txt,file:///Users/gsdata/waoowaoo-main/materials/zhiguai/stories/zby-v17-025/source.txt,未明,仙神/龙女,,无,无明显女性视角,无显著女性形象,无,悲剧/消散,弱评价/异闻观照,家庭暴力与虐待,,低,195
zby-v17-026,射天箭,子不语,子不语·卷17,https://zh.wikisource.org/zh-hans/%E5%AD%90%E4%B8%8D%E8%AA%9E/%E5%8D%B717,stories/zby-v17-026/source.txt,file:///Users/gsdata/waoowaoo-main/materials/zhiguai/stories/zby-v17-026/source.txt,未明,仙神/龙女,,无,无明显女性视角,无显著女性形象,无,悲剧/消散,弱评价/异闻观照,无明显女性主义切口,救|死,低,111
zby-v17-027,神秤,子不语,子不语·卷17,https://zh.wikisource.org/zh-hans/%E5%AD%90%E4%B8%8D%E8%AA%9E/%E5%8D%B717,stories/zby-v17-027/source.txt,file:///Users/gsdata/waoowaoo-main/materials/zhiguai/stories/zby-v17-027/source.txt,未明,仙神/龙女,公案/申冤,无,无明显女性视角,无显著女性形象,无,异闻收束,礼教惩戒,家庭暴力与虐待|照护劳动/生育责任|父权家族/宗法,,中,448
zby-v17-028,莊明府,子不语,子不语·卷17,https://zh.wikisource.org/zh-hans/%E5%AD%90%E4%B8%8D%E8%AA%9E/%E5%8D%B717,stories/zby-v17-028/source.txt,file:///Users/gsdata/waoowaoo-main/materials/zhiguai/stories/zby-v17-028/source.txt,未明,仙神/龙女,,边缘,男性转述/旁观,妻妾/已婚女性,低,悲剧/消散,弱评价/异闻观照,婚姻/婚配制度|女性欲望与婚恋自主|妻妾/婢妾与阶层,死|妻|妾,中,460
zby-v17-029,淨香童子,子不语,子不语·卷17,https://zh.wikisource.org/zh-hans/%E5%AD%90%E4%B8%8D%E8%AA%9E/%E5%8D%B717,stories/zby-v17-029/source.txt,file:///Users/gsdata/waoowaoo-main/materials/zhiguai/stories/zby-v17-029/source.txt,未明,仙神/龙女,,无,无明显女性视角,无显著女性形象,无,悲剧/消散,弱评价/异闻观照,无明显女性主义切口,,低,263
zby-v17-030,棺屍求祭,子不语,子不语·卷17,https://zh.wikisource.org/zh-hans/%E5%AD%90%E4%B8%8D%E8%AA%9E/%E5%8D%B717,stories/zby-v17-030/source.txt,file:///Users/gsdata/waoowaoo-main/materials/zhiguai/stories/zby-v17-030/source.txt,明,妖怪/精魅,,无,无明显女性视角,无显著女性形象,无,惊悚收束,弱评价/异闻观照,妻妾/婢妾与阶层,,低,193
zby-v17-031,沈椒園為東嶽部司,子不语,子不语·卷17,https://zh.wikisource.org/zh-hans/%E5%AD%90%E4%B8%8D%E8%AA%9E/%E5%8D%B717,stories/zby-v17-031/source.txt,file:///Users/gsdata/waoowaoo-main/materials/zhiguai/stories/zby-v17-031/source.txt,未明,鬼魂/冥府,,无,无明显女性视角,无显著女性形象,无,异闻收束,弱评价/异闻观照,婚姻/婚配制度|女性欲望与婚恋自主|父权家族/宗法,東嶽|嫁,中,408
zby-v18-001,陝西茶客,子不语,子不语·卷18,https://zh.wikisource.org/zh-hans/%E5%AD%90%E4%B8%8D%E8%AA%9E/%E5%8D%B718,stories/zby-v18-001/source.txt,file:///Users/gsdata/waoowaoo-main/materials/zhiguai/stories/zby-v18-001/source.txt,未明,妖怪/精魅,,无,无明显女性视角,无显著女性形象,无,悲剧/消散,弱评价/异闻观照,婚姻/婚配制度,死,低,176
zby-v18-002,山娘娘,子不语,子不语·卷18,https://zh.wikisource.org/zh-hans/%E5%AD%90%E4%B8%8D%E8%AA%9E/%E5%8D%B718,stories/zby-v18-002/source.txt,file:///Users/gsdata/waoowaoo-main/materials/zhiguai/stories/zby-v18-002/source.txt,未明,仙神/龙女,,关键,男性凝视主导,妻妾/已婚女性|神女/仙女/龙女,低,异闻收束,弱评价/异闻观照,婚姻/婚配制度|男性凝视与欲望投射,娘|妻|妻妾/已婚女性|神女/仙女/龙女,高,253
zby-v18-003,瓜洲公子,子不语,子不语·卷18,https://zh.wikisource.org/zh-hans/%E5%AD%90%E4%B8%8D%E8%AA%9E/%E5%8D%B718,stories/zby-v18-003/source.txt,file:///Users/gsdata/waoowaoo-main/materials/zhiguai/stories/zby-v18-003/source.txt,未明,伦理/报应,,无,无明显女性视角,无显著女性形象,无,报应惩戒,因果报应,婚姻/婚配制度|父权家族/宗法|女性欲望与婚恋自主|妻妾/婢妾与阶层,逃|嫁|妾|婿,高,392
zby-v18-004,王白齋尚書為潮鳴寺僧,子不语,子不语·卷18,https://zh.wikisource.org/zh-hans/%E5%AD%90%E4%B8%8D%E8%AA%9E/%E5%8D%B718,stories/zby-v18-004/source.txt,file:///Users/gsdata/waoowaoo-main/materials/zhiguai/stories/zby-v18-004/source.txt,未明,术法/道术,,无,无明显女性视角,无显著女性形象,无,悲剧/消散,弱评价/异闻观照,父权家族/宗法,,低,151
zby-v18-005,白天德,子不语,子不语·卷18,https://zh.wikisource.org/zh-hans/%E5%AD%90%E4%B8%8D%E8%AA%9E/%E5%8D%B718,stories/zby-v18-005/source.txt,file:///Users/gsdata/waoowaoo-main/materials/zhiguai/stories/zby-v18-005/source.txt,未明,术法/道术,,边缘,男性转述/旁观,妻妾/已婚女性,低,异闻收束,弱评价/异闻观照,婚姻/婚配制度|父权家族/宗法,妻,中,274
zby-v18-006,髑髏乞恩,子不语,子不语·卷18,https://zh.wikisource.org/zh-hans/%E5%AD%90%E4%B8%8D%E8%AA%9E/%E5%8D%B718,stories/zby-v18-006/source.txt,file:///Users/gsdata/waoowaoo-main/materials/zhiguai/stories/zby-v18-006/source.txt,未明,术法/道术,,无,无明显女性视角,无显著女性形象,无,悲剧/消散,弱评价/异闻观照,父权家族/宗法,死,低,160
zby-v18-007,錫錁一錠陰間準三分用,子不语,子不语·卷18,https://zh.wikisource.org/zh-hans/%E5%AD%90%E4%B8%8D%E8%AA%9E/%E5%8D%B718,stories/zby-v18-007/source.txt,file:///Users/gsdata/waoowaoo-main/materials/zhiguai/stories/zby-v18-007/source.txt,未明,伦理/报应,,无,无明显女性视角,无显著女性形象,无,报应惩戒,因果报应,父权家族/宗法|家庭暴力与虐待|妻妾/婢妾与阶层,縊|死,中,423
zby-v18-008,雞卵擔糞,子不语,子不语·卷18,https://zh.wikisource.org/zh-hans/%E5%AD%90%E4%B8%8D%E8%AA%9E/%E5%8D%B718,stories/zby-v18-008/source.txt,file:///Users/gsdata/waoowaoo-main/materials/zhiguai/stories/zby-v18-008/source.txt,未明,仙神/龙女,,无,无明显女性视角,无显著女性形象,无,异闻收束,弱评价/异闻观照,婚姻/婚配制度,妻,低,96
zby-v18-009,狐丹,子不语,子不语·卷18,https://zh.wikisource.org/zh-hans/%E5%AD%90%E4%B8%8D%E8%AA%9E/%E5%8D%B718,stories/zby-v18-009/source.txt,file:///Users/gsdata/waoowaoo-main/materials/zhiguai/stories/zby-v18-009/source.txt,未明,狐魅叙事,,无,无明显女性视角,无显著女性形象,无,异闻收束,弱评价/异闻观照,贞节规训,狐|節,低,269
zby-v18-010,處州溺婦奇獄,子不语,子不语·卷18,https://zh.wikisource.org/zh-hans/%E5%AD%90%E4%B8%8D%E8%AA%9E/%E5%8D%B718,stories/zby-v18-010/source.txt,file:///Users/gsdata/waoowaoo-main/materials/zhiguai/stories/zby-v18-010/source.txt,未明,公案/申冤,,关键,男性转述/旁观,妻妾/已婚女性,低,超脱成仙,弱评价/异闻观照,父权家族/宗法|婚姻/婚配制度|家庭暴力与虐待,婦|救|死|妻,高,207
zby-v18-011,道家有全骨法,子不语,子不语·卷18,https://zh.wikisource.org/zh-hans/%E5%AD%90%E4%B8%8D%E8%AA%9E/%E5%8D%B718,stories/zby-v18-011/source.txt,file:///Users/gsdata/waoowaoo-main/materials/zhiguai/stories/zby-v18-011/source.txt,未明,术法/道术,,无,无明显女性视角,无显著女性形象,无,异闻收束,弱评价/异闻观照,家庭暴力与虐待|父权家族/宗法,逼,低,513
zby-v18-012,批地藏王頰,子不语,子不语·卷18,https://zh.wikisource.org/zh-hans/%E5%AD%90%E4%B8%8D%E8%AA%9E/%E5%8D%B718,stories/zby-v18-012/source.txt,file:///Users/gsdata/waoowaoo-main/materials/zhiguai/stories/zby-v18-012/source.txt,未明,妖怪/精魅,,无,无明显女性视角,无显著女性形象,无,悲剧/消散,弱评价/异闻观照,无明显女性主义切口,死,低,146
zby-v18-013,儒佛兩不收,子不语,子不语·卷18,https://zh.wikisource.org/zh-hans/%E5%AD%90%E4%B8%8D%E8%AA%9E/%E5%8D%B718,stories/zby-v18-013/source.txt,file:///Users/gsdata/waoowaoo-main/materials/zhiguai/stories/zby-v18-013/source.txt,清,梦幻/异境,,无,无明显女性视角,无显著女性形象,无,悲剧/消散,弱评价/异闻观照,婚姻/婚配制度|照护劳动/生育责任,死|歿|妻,中,205
zby-v18-014,鳥門山事,子不语,子不语·卷18,https://zh.wikisource.org/zh-hans/%E5%AD%90%E4%B8%8D%E8%AA%9E/%E5%8D%B718,stories/zby-v18-014/source.txt,file:///Users/gsdata/waoowaoo-main/materials/zhiguai/stories/zby-v18-014/source.txt,未明,仙神/龙女,,无,无明显女性视角,无显著女性形象,无,悲剧/消散,弱评价/异闻观照,女性欲望与婚恋自主|婚姻/婚配制度|家庭暴力与虐待,溺|死|妻,中,368
zby-v18-015,楊二,子不语,子不语·卷18,https://zh.wikisource.org/zh-hans/%E5%AD%90%E4%B8%8D%E8%AA%9E/%E5%8D%B718,stories/zby-v18-015/source.txt,file:///Users/gsdata/waoowaoo-main/materials/zhiguai/stories/zby-v18-015/source.txt,未明,鬼魂/冥府,,无,无明显女性视角,无显著女性形象,无,超脱成仙,弱评价/异闻观照,无明显女性主义切口,鬼|死,低,257
zby-v18-016,吳秉中,子不语,子不语·卷18,https://zh.wikisource.org/zh-hans/%E5%AD%90%E4%B8%8D%E8%AA%9E/%E5%8D%B718,stories/zby-v18-016/source.txt,file:///Users/gsdata/waoowaoo-main/materials/zhiguai/stories/zby-v18-016/source.txt,未明,杂志异闻,,无,无明显女性视角,无显著女性形象,无,悲剧/消散,弱评价/异闻观照,父权家族/宗法,死,低,125
zby-v18-017,土窟異獸,子不语,子不语·卷18,https://zh.wikisource.org/zh-hans/%E5%AD%90%E4%B8%8D%E8%AA%9E/%E5%8D%B718,stories/zby-v18-017/source.txt,file:///Users/gsdata/waoowaoo-main/materials/zhiguai/stories/zby-v18-017/source.txt,未明,妖怪/精魅,,无,无明显女性视角,无显著女性形象,无,异闻收束,弱评价/异闻观照,无明显女性主义切口,,低,294
zby-v18-018,雞腳人,子不语,子不语·卷18,https://zh.wikisource.org/zh-hans/%E5%AD%90%E4%B8%8D%E8%AA%9E/%E5%8D%B718,stories/zby-v18-018/source.txt,file:///Users/gsdata/waoowaoo-main/materials/zhiguai/stories/zby-v18-018/source.txt,清,杂志异闻,,无,无明显女性视角,无显著女性形象,无,异闻收束,弱评价/异闻观照,无明显女性主义切口,,低,451
zby-v18-019,海和尚,子不语,子不语·卷18,https://zh.wikisource.org/zh-hans/%E5%AD%90%E4%B8%8D%E8%AA%9E/%E5%8D%B718,stories/zby-v18-019/source.txt,file:///Users/gsdata/waoowaoo-main/materials/zhiguai/stories/zby-v18-019/source.txt,未明,术法/道术,,无,无明显女性视角,无显著女性形象,无,异闻收束,弱评价/异闻观照,无明显女性主义切口,,低,126
zby-v18-020,一足蛇,子不语,子不语·卷18,https://zh.wikisource.org/zh-hans/%E5%AD%90%E4%B8%8D%E8%AA%9E/%E5%8D%B718,stories/zby-v18-020/source.txt,file:///Users/gsdata/waoowaoo-main/materials/zhiguai/stories/zby-v18-020/source.txt,未明,妖怪/精魅,,无,无明显女性视角,无显著女性形象,无,悲剧/消散,弱评价/异闻观照,无明显女性主义切口,死,低,256
zby-v18-021,方蚌,子不语,子不语·卷18,https://zh.wikisource.org/zh-hans/%E5%AD%90%E4%B8%8D%E8%AA%9E/%E5%8D%B718,stories/zby-v18-021/source.txt,file:///Users/gsdata/waoowaoo-main/materials/zhiguai/stories/zby-v18-021/source.txt,未明,杂志异闻,,无,无明显女性视角,无显著女性形象,无,悲剧/消散,弱评价/异闻观照,家庭暴力与虐待,死,低,193
zby-v18-022,山和尚,子不语,子不语·卷18,https://zh.wikisource.org/zh-hans/%E5%AD%90%E4%B8%8D%E8%AA%9E/%E5%8D%B718,stories/zby-v18-022/source.txt,file:///Users/gsdata/waoowaoo-main/materials/zhiguai/stories/zby-v18-022/source.txt,未明,术法/道术,,无,无明显女性视角,无显著女性形象,无,惊悚收束,弱评价/异闻观照,无明显女性主义切口,,低,158
zby-v18-023,贈紙灰,子不语,子不语·卷18,https://zh.wikisource.org/zh-hans/%E5%AD%90%E4%B8%8D%E8%AA%9E/%E5%8D%B718,stories/zby-v18-023/source.txt,file:///Users/gsdata/waoowaoo-main/materials/zhiguai/stories/zby-v18-023/source.txt,未明,妖怪/精魅,,无,无明显女性视角,无显著女性形象,无,悲剧/消散,弱评价/异闻观照,父权家族/宗法|婚姻/婚配制度|男性凝视与欲望投射,死,中,206
